ID,Epic,User Story,Acceptance Criteria,Module,Priority,Status,Testable,source_file
US-JOUR-017,Journalisation des Trades,"As a Trader, I want to search the trade journal by keyword or pattern so that I can investigate special cases.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-018,Journalisation des Trades,"As a System, I want to backup the trade journal daily to a .json file so that recovery is possible.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-019,Journalisation des Trades,"As a Bot, I want to log the calculated fees and taxes separately so that net gains are clearly shown.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-020,Journalisation des Trades,"As a Trader, I want to see a visual timeline of trades per day so that I can identify activity clusters.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JS-001,Jaguar Scraping,"As a Bot, I want to scrape the latest Jaguar posts every 15 minutes so that the watchlist is automatically updated with new tickers.","- [ ] Scraping job runs every 15 min
- [ ] New tickers added
- [ ] Timestamp logged",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-002,Jaguar Scraping,"As a Bot, I want to parse ticker symbols from Jaguar posts so that relevant stocks can be analyzed by the IA.","- [ ] Tickers extracted from HTML
- [ ] Noise filtered
- [ ] Saved to list",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-003,Jaguar Scraping,"As a Bot, I want to store scraped tickers in the database so that they are available for scoring and filtering.","- [ ] Data inserted into database
- [ ] No duplicate entries
- [ ] Timestamp recorded",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-004,Jaguar Scraping,"As a System, I want to log scraping events and errors so that we can trace failures and maintain uptime.","- [ ] Logs written to file
- [ ] Errors captured with code
- [ ] File rotation daily",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-005,Jaguar Scraping,"As a Bot, I want to tag each ticker with its Jaguar source and timestamp so that we can track its origin.","- [ ] Ticker origin labeled as 'Jaguar'
- [ ] Datetime added
- [ ] Used in scoring screen",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-006,Jaguar Scraping,"As a System, I want to retry scraping in case of temporary failure so that we avoid missing tickers.","- [ ] Retry up to 3 times on fail
- [ ] Wait between tries
- [ ] Log each attempt",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-007,Jaguar Scraping,"As a Bot, I want to avoid duplicates when inserting tickers from Jaguar into the watchlist so that scoring is not biased.","- [ ] Existing tickers ignored
- [ ] Hash or key used
- [ ] Log skipped entries",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-008,Jaguar Scraping,"As a Bot, I want to enrich scraped tickers with volume and float from Finnhub so that they meet our filtering criteria.","- [ ] Float and volume fetched from API
- [ ] Appended to ticker row
- [ ] Logged on success/fail",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-009,Jaguar Scraping,"As a Bot, I want to exclude tickers under $1 or over 200M float so that only relevant penny stocks are kept.","- [ ] Filter out price < $1 or float > 200M
- [ ] Final list reduced
- [ ] Criteria logged",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-010,Jaguar Scraping,"As a Bot, I want to check if scraped tickers already exist in the manual list so that we don't overwrite user entries.","- [ ] Check manual list before insert
- [ ] Alert if conflict
- [ ] Log result",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-011,Jaguar Scraping,"As a System, I want to save scraping logs to daily files so that debugging and audits are easier.","- [ ] Write logs per day
- [ ] Include operation details
- [ ] Rotation confirmed",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-012,Jaguar Scraping,"As a Bot, I want to filter out Jaguar posts older than 12 hours so that only fresh opportunities are processed.","- [ ] Timestamp of post checked
- [ ] Older than 12h skipped
- [ ] Log kept",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-013,Jaguar Scraping,"As a Bot, I want to assign a confidence score to each scraped ticker so that we can prioritize them later.","- [ ] Score 0–10 calculated
- [ ] Criteria explained
- [ ] Shown in UI column",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-014,Jaguar Scraping,"As a Bot, I want to send a Telegram notification when a high-score Jaguar ticker is added so that the trader can react.","- [ ] Message sent to Telegram
- [ ] Includes symbol, score, origin
- [ ] Delivery confirmation logged",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-015,Jaguar Scraping,"As a System, I want to fallback to cached scraping data if the Jaguar site is down so that the bot can still run.","- [ ] Cache used if scraping fails
- [ ] Warn user in logs
- [ ] Fallback data timestamped",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-016,Jaguar Scraping,"As a Bot, I want to scrape only categories labeled 'hot' or 'watch' so that I avoid noise in the ticker list.","- [ ] Only posts with tags matched
- [ ] Others skipped
- [ ] Count logged",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-017,Jaguar Scraping,"As a Bot, I want to log which user posted each ticker (if available) so that we can refine reputation-based scoring.","- [ ] Username extracted if present
- [ ] Added to DB
- [ ] Shown in tooltip",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-018,Jaguar Scraping,"As a Bot, I want to compare scraped tickers with those in the scoring queue so that we avoid duplicate analysis.","- [ ] Compare ticker list vs queue
- [ ] Skip if already queued
- [ ] Log count",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-019,Jaguar Scraping,"As a Bot, I want to initiate Jaguar scraping manually from the UI if needed so that the trader can refresh at any time.","- [ ] Button in UI triggers scrape
- [ ] User feedback shown
- [ ] Manual log entry",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-JS-020,Jaguar Scraping,"As a Bot, I want to update the ticker table with new Jaguar tickers so that they appear in the UI immediately.","- [ ] DB updated with new entries
- [ ] UI reflects change
- [ ] Success confirmed",scraper_jaguar.py,High,To Do,Yes,USER_STORIES_JAGUAR_SCRAPING_CORRIGEES.xlsx
US-GRAPH-001,Hybrid Graph Pattern,"As a Bot, I want to capture the chart screenshot from Moomoo for each ticker with missing OHLC so that visual analysis can still be performed.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-002,Hybrid Graph Pattern,"As a System, I want to rebuild 1-minute candle charts from Finnhub data so that we have local fallback visual data.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-003,Hybrid Graph Pattern,"As an IA, I want to analyze the image of a chart to detect bullish or bearish patterns so that we can automate pattern-based scoring.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-004,Hybrid Graph Pattern,"As a System, I want to fallback to screenshot image if OHLC data is unavailable so that the visual module remains functional.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-005,Hybrid Graph Pattern,"As a Bot, I want to save pattern recognition score into the database so that it influences ticker prioritization.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-006,Hybrid Graph Pattern,"As a UI User, I want to view the hybrid chart with pattern overlays in the interface so that I can manually confirm breakout behavior.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-007,Hybrid Graph Pattern,"As an IA, I want to annotate breakout zones or resistance lines on detected patterns so that visual clarity is improved.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-008,Hybrid Graph Pattern,"As a Bot, I want to check if pattern score is high before including ticker in trade simulation so that we prioritize technical setups.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-009,Hybrid Graph Pattern,"As a System, I want to store all chart snapshots in a timestamped folder so that screenshots can be reviewed later.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-010,Hybrid Graph Pattern,"As a Bot, I want to generate alert if a strong breakout pattern is detected so that the trader can act in real time.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-011,Hybrid Graph Pattern,"As a Trader, I want to manually trigger hybrid graph analysis from the UI so that I can review fast-rising stocks.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-012,Hybrid Graph Pattern,"As a System, I want to log pattern detection events with ticker, time, and score so that we can audit AI decisions.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-013,Hybrid Graph Pattern,"As a Bot, I want to remove tickers from watchlist if pattern analysis returns bearish signal so that we reduce false positives.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-014,Hybrid Graph Pattern,"As an IA, I want to learn from confirmed breakout results to adjust future pattern weights so that the model improves over time.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-015,Hybrid Graph Pattern,"As a System, I want to retry image analysis if the first attempt fails so that pattern detection is resilient.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-016,Hybrid Graph Pattern,"As a Bot, I want to combine visual pattern score with float/volume/GPT score so that the global ticker score is more accurate.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-017,Hybrid Graph Pattern,"As a Trader, I want to see a side-by-side view of image vs OHLC data in the interface so that I can confirm which view is clearer.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-018,Hybrid Graph Pattern,"As a Bot, I want to use AI image detection only on tickers missing real-time data so that we preserve performance.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-019,Hybrid Graph Pattern,"As a UI User, I want to zoom in on the chart image inside the Streamlit interface so that I can analyze candle detail manually.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GRAPH-020,Hybrid Graph Pattern,"As a System, I want to save logs of image recognition with performance metrics so that we can evaluate AI effectiveness.","- [ ] Action is executed
- [ ] Data or image is stored or shown
- [ ] Log entry created
- [ ] Result visible in UI or DB",image_pattern_ai.py,High,To Do,Yes,USER_STORIES_HYBRID_GRAPH_PATTERN.xlsx
US-GPT-001,GPT Scoring Validation,"As a Bot, I want to trigger GPT scoring in batch mode on all tickers so that scoring is automated for daily analysis.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-002,GPT Scoring Validation,"As an IA, I want to score a ticker based on its news sentiment and catalyst so that we can prioritize trades with stronger potential.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-003,GPT Scoring Validation,"As a System, I want to log the GPT response and associated ticker so that every AI decision is auditable.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-004,GPT Scoring Validation,"As an IA, I want to reject tickers with negative sentiment so that we avoid risky trades.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-005,GPT Scoring Validation,"As a Bot, I want to save GPT scores and summaries into the database so that they are used in later scoring and execution.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-006,GPT Scoring Validation,"As a Trader, I want to manually launch GPT scoring from the UI so that I can re-evaluate news-based tickers on demand.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-007,GPT Scoring Validation,"As a System, I want to retry GPT API call up to 3 times on failure so that we handle temporary connectivity issues.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-008,GPT Scoring Validation,"As an IA, I want to normalize the GPT score on a scale of 0 to 10 so that scoring integrates with other decision factors.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-009,GPT Scoring Validation,"As a System, I want to alert the user if GPT scoring fails completely so that we can take fallback action manually.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-010,GPT Scoring Validation,"As an IA, I want to explain each scoring decision in plain English so that the reasoning is transparent for the trader.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-011,GPT Scoring Validation,"As a Bot, I want to filter out tickers already scored in the last 24h so that we don’t overload the GPT API.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-012,GPT Scoring Validation,"As a System, I want to save a timestamp with every GPT score so that we know how fresh the data is.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-013,GPT Scoring Validation,"As an IA, I want to flag tickers with conflicting GPT and technical scores so that human review is suggested.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-014,GPT Scoring Validation,"As a Bot, I want to send a Telegram alert if GPT flags a very strong or dangerous catalyst so that the trader can act immediately.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-015,GPT Scoring Validation,"As a System, I want to fallback to historical scoring if GPT is unavailable so that the workflow continues without interruption.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-016,GPT Scoring Validation,"As a Trader, I want to see the GPT sentiment and catalyst explanation in the ticker details so that I can better understand the trade opportunity.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-017,GPT Scoring Validation,"As an IA, I want to update the meta_ia.json config based on GPT results so that the bot learns from recurring news patterns.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-018,GPT Scoring Validation,"As a System, I want to generate a daily summary of GPT validation results so that performance can be tracked over time.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-019,GPT Scoring Validation,"As a Bot, I want to log the time, ticker, sentiment, and GPT response ID so that traceability is ensured.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-GPT-020,GPT Scoring Validation,"As a Trader, I want to confirm if GPT score was used in a trade decision so that I understand how the AI influenced execution.","- [ ] Action is logged
- [ ] Result stored in DB or UI
- [ ] Fallback available
- [ ] Triggered from correct module",run_chatgpt_batch.py,High,To Do,Yes,USER_STORIES_GPT_SCORING_VALIDATION.xlsx
US-CLOSE-001,Daily Closure,"As a Trader, I want to trigger daily closure from the UI manually so that the session is finalized.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-002,Daily Closure,"As a Bot, I want to freeze the trade journal and KPIs at market close so that no more trades are added.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-003,Daily Closure,"As a System, I want to save a CSV export of all trades of the day so that records are archived.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-004,Daily Closure,"As a Bot, I want to send a Telegram notification summarizing the day's results so that the trader is informed.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-005,Daily Closure,"As a System, I want to lock the interface after daily closure to prevent edits so that the session remains consistent.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-006,Daily Closure,"As a System, I want to log the closure time and result to a separate logfile so that traceability is ensured.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-007,Daily Closure,"As a Bot, I want to update daily KPIs and save them in the tracking file so that performance is measured.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-008,Daily Closure,"As a Bot, I want to reset temporary lists (watchlist, scored tickers) for the next session so that the system starts fresh.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-009,Daily Closure,"As a System, I want to archive logs from the session into a dated folder so that storage is organized.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-010,Daily Closure,"As a Trader, I want to see a dashboard summary of trades, win rate, and profit at close so that I can evaluate performance.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-011,Daily Closure,"As a Bot, I want to remove expired tickers from the database during closure so that only fresh data is kept.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-012,Daily Closure,"As a System, I want to recalculate average daily gain and save the metric so that the IA can use it next time.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-013,Daily Closure,"As a Bot, I want to append the closure data to a daily JSON history file so that it can be reused or visualized.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-014,Daily Closure,"As a System, I want to trigger backup of the database after closure so that I avoid data loss.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-015,Daily Closure,"As a Trader, I want to adjust IA parameters only before closure, not after so that the next session starts clean.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-016,Daily Closure,"As a System, I want to generate a visual snapshot of the PnL chart and save it so that I can track performance trends.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-017,Daily Closure,"As a Bot, I want to record the closure in the master execution log so that the full day is traceable.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-018,Daily Closure,"As a Trader, I want to automatically schedule daily closure at 16h00 if not triggered manually so that I don’t forget.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-019,Daily Closure,"As a Bot, I want to reject any trade attempted after closure so that the integrity of the session is maintained.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-CLOSE-020,Daily Closure,"As a System, I want to verify all trades were finalized before locking the day so that closure is clean and error-free.","- [ ] Closure executed
- [ ] Data frozen and logged
- [ ] Export or notification sent
- [ ] System reset prepared",cloture.py,High,To Do,Yes,USER_STORIES_DAILY_CLOSURE.xlsx
US-0201,AI Learning Engine,"As a UI User, I want to analyze ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0202,AI Learning Engine,"As a UI User, I want to simulate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0203,AI Learning Engine,"As a UI User, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0204,AI Learning Engine,"As a UI User, I want to log ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0205,AI Learning Engine,"As a IA, I want to adjust ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
